name,html_name,weapon,skin,condition,weapon_type,quality,category,name_color,sell_listings,sell_price,sell_price_text
CZ75-Auto | Twist (Factory New),CZ75-Auto%20%7C%20Twist%20%28Factory%20New%29,CZ75-Auto,Twist,Factory New,Pistol,Mil-Spec Grade,Normal,D2D2D2,58,142,$1.42 
CZ75-Auto | Twist (Field-Tested),CZ75-Auto%20%7C%20Twist%20%28Field-Tested%29,CZ75-Auto,Twist,Field-Tested,Pistol,Mil-Spec Grade,Normal,D2D2D2,176,70,$0.70 
CZ75-Auto | Twist (Minimal Wear),CZ75-Auto%20%7C%20Twist%20%28Minimal%20Wear%29,CZ75-Auto,Twist,Minimal Wear,Pistol,Mil-Spec Grade,Normal,D2D2D2,142,76,$0.76 
CZ75-Auto | Twist (Well-Worn),CZ75-Auto%20%7C%20Twist%20%28Well-Worn%29,CZ75-Auto,Twist,Well-Worn,Pistol,Mil-Spec Grade,Normal,D2D2D2,173,66,$0.66 
CZ75-Auto | Vendetta (Battle-Scarred),CZ75-Auto%20%7C%20Vendetta%20%28Battle-Scarred%29,CZ75-Auto,Vendetta,Battle-Scarred,Pistol,Mil-Spec Grade,Normal,D2D2D2,755,10,$0.10 
CZ75-Auto | Vendetta (Factory New),CZ75-Auto%20%7C%20Vendetta%20%28Factory%20New%29,CZ75-Auto,Vendetta,Factory New,Pistol,Mil-Spec Grade,Normal,D2D2D2,119,54,$0.54 
CZ75-Auto | Vendetta (Field-Tested),CZ75-Auto%20%7C%20Vendetta%20%28Field-Tested%29,CZ75-Auto,Vendetta,Field-Tested,Pistol,Mil-Spec Grade,Normal,D2D2D2,479,12,$0.12 
CZ75-Auto | Vendetta (Minimal Wear),CZ75-Auto%20%7C%20Vendetta%20%28Minimal%20Wear%29,CZ75-Auto,Vendetta,Minimal Wear,Pistol,Mil-Spec Grade,Normal,D2D2D2,135,17,$0.17 
CZ75-Auto | Vendetta (Well-Worn),CZ75-Auto%20%7C%20Vendetta%20%28Well-Worn%29,CZ75-Auto,Vendetta,Well-Worn,Pistol,Mil-Spec Grade,Normal,D2D2D2,804,10,$0.10 
CZ75-Auto | Victoria (Battle-Scarred),CZ75-Auto%20%7C%20Victoria%20%28Battle-Scarred%29,CZ75-Auto,Victoria,Battle-Scarred,Pistol,Covert,Normal,D2D2D2,39,354,$3.54 
CZ75-Auto | Victoria (Factory New),CZ75-Auto%20%7C%20Victoria%20%28Factory%20New%29,CZ75-Auto,Victoria,Factory New,Pistol,Covert,Normal,D2D2D2,52,707,$7.07 
CZ75-Auto | Victoria (Field-Tested),CZ75-Auto%20%7C%20Victoria%20%28Field-Tested%29,CZ75-Auto,Victoria,Field-Tested,Pistol,Covert,Normal,D2D2D2,115,375,$3.75 
CZ75-Auto | Victoria (Minimal Wear),CZ75-Auto%20%7C%20Victoria%20%28Minimal%20Wear%29,CZ75-Auto,Victoria,Minimal Wear,Pistol,Covert,Normal,D2D2D2,64,477,$4.77 
CZ75-Auto | Victoria (Well-Worn),CZ75-Auto%20%7C%20Victoria%20%28Well-Worn%29,CZ75-Auto,Victoria,Well-Worn,Pistol,Covert,Normal,D2D2D2,23,602,$6.02 
CZ75-Auto | Xiangliu (Battle-Scarred),CZ75-Auto%20%7C%20Xiangliu%20%28Battle-Scarred%29,CZ75-Auto,Xiangliu,Battle-Scarred,Pistol,Classified,Normal,D2D2D2,27,513,$5.13 
CZ75-Auto | Xiangliu (Factory New),CZ75-Auto%20%7C%20Xiangliu%20%28Factory%20New%29,CZ75-Auto,Xiangliu,Factory New,Pistol,Classified,Normal,D2D2D2,95,860,$8.60 
CZ75-Auto | Xiangliu (Field-Tested),CZ75-Auto%20%7C%20Xiangliu%20%28Field-Tested%29,CZ75-Auto,Xiangliu,Field-Tested,Pistol,Classified,Normal,D2D2D2,74,602,$6.02 
CZ75-Auto | Xiangliu (Minimal Wear),CZ75-Auto%20%7C%20Xiangliu%20%28Minimal%20Wear%29,CZ75-Auto,Xiangliu,Minimal Wear,Pistol,Classified,Normal,D2D2D2,98,668,$6.68 
CZ75-Auto | Xiangliu (Well-Worn),CZ75-Auto%20%7C%20Xiangliu%20%28Well-Worn%29,CZ75-Auto,Xiangliu,Well-Worn,Pistol,Classified,Normal,D2D2D2,18,563,$5.63 
CZ75-Auto | Yellow Jacket (Battle-Scarred),CZ75-Auto%20%7C%20Yellow%20Jacket%20%28Battle-Scarred%29,CZ75-Auto,Yellow Jacket,Battle-Scarred,Pistol,Classified,Normal,D2D2D2,60,277,$2.77 
CZ75-Auto | Yellow Jacket (Factory New),CZ75-Auto%20%7C%20Yellow%20Jacket%20%28Factory%20New%29,CZ75-Auto,Yellow Jacket,Factory New,Pistol,Classified,Normal,D2D2D2,34,1174,$11.74 
CZ75-Auto | Yellow Jacket (Field-Tested),CZ75-Auto%20%7C%20Yellow%20Jacket%20%28Field-Tested%29,CZ75-Auto,Yellow Jacket,Field-Tested,Pistol,Classified,Normal,D2D2D2,144,442,$4.42 
CZ75-Auto | Yellow Jacket (Minimal Wear),CZ75-Auto%20%7C%20Yellow%20Jacket%20%28Minimal%20Wear%29,CZ75-Auto,Yellow Jacket,Minimal Wear,Pistol,Classified,Normal,D2D2D2,57,569,$5.69 
CZ75-Auto | Yellow Jacket (Well-Worn),CZ75-Auto%20%7C%20Yellow%20Jacket%20%28Well-Worn%29,CZ75-Auto,Yellow Jacket,Well-Worn,Pistol,Classified,Normal,D2D2D2,78,300,$3.00 
Desert Eagle | Blaze (Factory New),Desert%20Eagle%20%7C%20Blaze%20%28Factory%20New%29,Desert Eagle,Blaze,Factory New,Pistol,Restricted,Normal,D2D2D2,36,53731,$537.31 
Desert Eagle | Blaze (Minimal Wear),Desert%20Eagle%20%7C%20Blaze%20%28Minimal%20Wear%29,Desert Eagle,Blaze,Minimal Wear,Pistol,Restricted,Normal,D2D2D2,3,62562,$625.62 
Desert Eagle | Blue Ply (Battle-Scarred),Desert%20Eagle%20%7C%20Blue%20Ply%20%28Battle-Scarred%29,Desert Eagle,Blue Ply,Battle-Scarred,Pistol,Mil-Spec Grade,Normal,D2D2D2,4365,8,$0.08 
Desert Eagle | Blue Ply (Factory New),Desert%20Eagle%20%7C%20Blue%20Ply%20%28Factory%20New%29,Desert Eagle,Blue Ply,Factory New,Pistol,Mil-Spec Grade,Normal,D2D2D2,712,65,$0.65 
Desert Eagle | Blue Ply (Field-Tested),Desert%20Eagle%20%7C%20Blue%20Ply%20%28Field-Tested%29,Desert Eagle,Blue Ply,Field-Tested,Pistol,Mil-Spec Grade,Normal,D2D2D2,5481,8,$0.08 
Desert Eagle | Blue Ply (Minimal Wear),Desert%20Eagle%20%7C%20Blue%20Ply%20%28Minimal%20Wear%29,Desert Eagle,Blue Ply,Minimal Wear,Pistol,Mil-Spec Grade,Normal,D2D2D2,4463,12,$0.12 
Desert Eagle | Blue Ply (Well-Worn),Desert%20Eagle%20%7C%20Blue%20Ply%20%28Well-Worn%29,Desert Eagle,Blue Ply,Well-Worn,Pistol,Mil-Spec Grade,Normal,D2D2D2,5925,8,$0.08 
Desert Eagle | Bronze Deco (Battle-Scarred),Desert%20Eagle%20%7C%20Bronze%20Deco%20%28Battle-Scarred%29,Desert Eagle,Bronze Deco,Battle-Scarred,Pistol,Mil-Spec Grade,Normal,D2D2D2,162,43,$0.43 
Desert Eagle | Bronze Deco (Factory New),Desert%20Eagle%20%7C%20Bronze%20Deco%20%28Factory%20New%29,Desert Eagle,Bronze Deco,Factory New,Pistol,Mil-Spec Grade,Normal,D2D2D2,2285,34,$0.34 
Desert Eagle | Bronze Deco (Field-Tested),Desert%20Eagle%20%7C%20Bronze%20Deco%20%28Field-Tested%29,Desert Eagle,Bronze Deco,Field-Tested,Pistol,Mil-Spec Grade,Normal,D2D2D2,3900,10,$0.10 
Desert Eagle | Bronze Deco (Minimal Wear),Desert%20Eagle%20%7C%20Bronze%20Deco%20%28Minimal%20Wear%29,Desert Eagle,Bronze Deco,Minimal Wear,Pistol,Mil-Spec Grade,Normal,D2D2D2,3113,19,$0.19 
Desert Eagle | Bronze Deco (Well-Worn),Desert%20Eagle%20%7C%20Bronze%20Deco%20%28Well-Worn%29,Desert Eagle,Bronze Deco,Well-Worn,Pistol,Mil-Spec Grade,Normal,D2D2D2,888,11,$0.11 
Desert Eagle | Cobalt Disruption (Factory New),Desert%20Eagle%20%7C%20Cobalt%20Disruption%20%28Factory%20New%29,Desert Eagle,Cobalt Disruption,Factory New,Pistol,Classified,Normal,D2D2D2,188,6147,$61.47 
Desert Eagle | Cobalt Disruption (Field-Tested),Desert%20Eagle%20%7C%20Cobalt%20Disruption%20%28Field-Tested%29,Desert Eagle,Cobalt Disruption,Field-Tested,Pistol,Classified,Normal,D2D2D2,14,4142,$41.42 
Desert Eagle | Cobalt Disruption (Minimal Wear),Desert%20Eagle%20%7C%20Cobalt%20Disruption%20%28Minimal%20Wear%29,Desert Eagle,Cobalt Disruption,Minimal Wear,Pistol,Classified,Normal,D2D2D2,78,4571,$45.71 
Desert Eagle | Code Red (Battle-Scarred),Desert%20Eagle%20%7C%20Code%20Red%20%28Battle-Scarred%29,Desert Eagle,Code Red,Battle-Scarred,Pistol,Covert,Normal,D2D2D2,67,1614,$16.14 
Desert Eagle | Code Red (Factory New),Desert%20Eagle%20%7C%20Code%20Red%20%28Factory%20New%29,Desert Eagle,Code Red,Factory New,Pistol,Covert,Normal,D2D2D2,19,6701,$67.01 
Desert Eagle | Code Red (Field-Tested),Desert%20Eagle%20%7C%20Code%20Red%20%28Field-Tested%29,Desert Eagle,Code Red,Field-Tested,Pistol,Covert,Normal,D2D2D2,112,2256,$22.56 
Desert Eagle | Code Red (Minimal Wear),Desert%20Eagle%20%7C%20Code%20Red%20%28Minimal%20Wear%29,Desert Eagle,Code Red,Minimal Wear,Pistol,Covert,Normal,D2D2D2,68,3469,$34.69 
Desert Eagle | Code Red (Well-Worn),Desert%20Eagle%20%7C%20Code%20Red%20%28Well-Worn%29,Desert Eagle,Code Red,Well-Worn,Pistol,Covert,Normal,D2D2D2,94,1685,$16.85 
Desert Eagle | Conspiracy (Factory New),Desert%20Eagle%20%7C%20Conspiracy%20%28Factory%20New%29,Desert Eagle,Conspiracy,Factory New,Pistol,Classified,Normal,D2D2D2,255,673,$6.73 
Desert Eagle | Conspiracy (Field-Tested),Desert%20Eagle%20%7C%20Conspiracy%20%28Field-Tested%29,Desert Eagle,Conspiracy,Field-Tested,Pistol,Classified,Normal,D2D2D2,85,409,$4.09 
Desert Eagle | Conspiracy (Minimal Wear),Desert%20Eagle%20%7C%20Conspiracy%20%28Minimal%20Wear%29,Desert Eagle,Conspiracy,Minimal Wear,Pistol,Classified,Normal,D2D2D2,269,477,$4.77 
Desert Eagle | Corinthian (Factory New),Desert%20Eagle%20%7C%20Corinthian%20%28Factory%20New%29,Desert Eagle,Corinthian,Factory New,Pistol,Mil-Spec Grade,Normal,D2D2D2,1488,42,$0.42 
Desert Eagle | Corinthian (Field-Tested),Desert%20Eagle%20%7C%20Corinthian%20%28Field-Tested%29,Desert Eagle,Corinthian,Field-Tested,Pistol,Mil-Spec Grade,Normal,D2D2D2,5593,16,$0.16 
Desert Eagle | Corinthian (Minimal Wear),Desert%20Eagle%20%7C%20Corinthian%20%28Minimal%20Wear%29,Desert Eagle,Corinthian,Minimal Wear,Pistol,Mil-Spec Grade,Normal,D2D2D2,2277,21,$0.21 
Desert Eagle | Corinthian (Well-Worn),Desert%20Eagle%20%7C%20Corinthian%20%28Well-Worn%29,Desert Eagle,Corinthian,Well-Worn,Pistol,Mil-Spec Grade,Normal,D2D2D2,561,32,$0.32 
Desert Eagle | Crimson Web (Battle-Scarred),Desert%20Eagle%20%7C%20Crimson%20Web%20%28Battle-Scarred%29,Desert Eagle,Crimson Web,Battle-Scarred,Pistol,Restricted,Normal,D2D2D2,71,443,$4.43 
Desert Eagle | Crimson Web (Factory New),Desert%20Eagle%20%7C%20Crimson%20Web%20%28Factory%20New%29,Desert Eagle,Crimson Web,Factory New,Pistol,Restricted,Normal,D2D2D2,11,9230,$92.30 
Desert Eagle | Crimson Web (Field-Tested),Desert%20Eagle%20%7C%20Crimson%20Web%20%28Field-Tested%29,Desert Eagle,Crimson Web,Field-Tested,Pistol,Restricted,Normal,D2D2D2,194,497,$4.97 
Desert Eagle | Crimson Web (Minimal Wear),Desert%20Eagle%20%7C%20Crimson%20Web%20%28Minimal%20Wear%29,Desert Eagle,Crimson Web,Minimal Wear,Pistol,Restricted,Normal,D2D2D2,169,1969,$19.69 
Desert Eagle | Crimson Web (Well-Worn),Desert%20Eagle%20%7C%20Crimson%20Web%20%28Well-Worn%29,Desert Eagle,Crimson Web,Well-Worn,Pistol,Restricted,Normal,D2D2D2,72,517,$5.17 
Desert Eagle | Directive (Battle-Scarred),Desert%20Eagle%20%7C%20Directive%20%28Battle-Scarred%29,Desert Eagle,Directive,Battle-Scarred,Pistol,Restricted,Normal,D2D2D2,1717,24,$0.24 
Desert Eagle | Directive (Factory New),Desert%20Eagle%20%7C%20Directive%20%28Factory%20New%29,Desert Eagle,Directive,Factory New,Pistol,Restricted,Normal,D2D2D2,36,537,$5.37 
Desert Eagle | Directive (Field-Tested),Desert%20Eagle%20%7C%20Directive%20%28Field-Tested%29,Desert Eagle,Directive,Field-Tested,Pistol,Restricted,Normal,D2D2D2,3441,24,$0.24 
Desert Eagle | Directive (Minimal Wear),Desert%20Eagle%20%7C%20Directive%20%28Minimal%20Wear%29,Desert Eagle,Directive,Minimal Wear,Pistol,Restricted,Normal,D2D2D2,285,85,$0.85 
Desert Eagle | Directive (Well-Worn),Desert%20Eagle%20%7C%20Directive%20%28Well-Worn%29,Desert Eagle,Directive,Well-Worn,Pistol,Restricted,Normal,D2D2D2,1612,24,$0.24 
Desert Eagle | Emerald Jörmungandr (Battle-Scarred),Desert%20Eagle%20%7C%20Emerald%20Jörmungandr%20%28Battle-Scarred%29,Desert Eagle,Emerald Jörmungandr,Battle-Scarred,Pistol,Restricted,Normal,D2D2D2,2,20796,$207.96 
Desert Eagle | Emerald Jörmungandr (Factory New),Desert%20Eagle%20%7C%20Emerald%20Jörmungandr%20%28Factory%20New%29,Desert Eagle,Emerald Jörmungandr,Factory New,Pistol,Restricted,Normal,D2D2D2,42,19493,$194.93 
Desert Eagle | Emerald Jörmungandr (Field-Tested),Desert%20Eagle%20%7C%20Emerald%20Jörmungandr%20%28Field-Tested%29,Desert Eagle,Emerald Jörmungandr,Field-Tested,Pistol,Restricted,Normal,D2D2D2,11,19237,$192.37 
Desert Eagle | Emerald Jörmungandr (Minimal Wear),Desert%20Eagle%20%7C%20Emerald%20Jörmungandr%20%28Minimal%20Wear%29,Desert Eagle,Emerald Jörmungandr,Minimal Wear,Pistol,Restricted,Normal,D2D2D2,17,18463,$184.63 
Desert Eagle | Emerald Jörmungandr (Well-Worn),Desert%20Eagle%20%7C%20Emerald%20Jörmungandr%20%28Well-Worn%29,Desert Eagle,Emerald Jörmungandr,Well-Worn,Pistol,Restricted,Normal,D2D2D2,1,20796,$207.96 
Desert Eagle | Fennec Fox (Battle-Scarred),Desert%20Eagle%20%7C%20Fennec%20Fox%20%28Battle-Scarred%29,Desert Eagle,Fennec Fox,Battle-Scarred,Pistol,Classified,Normal,D2D2D2,8,22874,$228.74 
Desert Eagle | Fennec Fox (Factory New),Desert%20Eagle%20%7C%20Fennec%20Fox%20%28Factory%20New%29,Desert Eagle,Fennec Fox,Factory New,Pistol,Classified,Normal,D2D2D2,8,30430,$304.30 
Desert Eagle | Fennec Fox (Field-Tested),Desert%20Eagle%20%7C%20Fennec%20Fox%20%28Field-Tested%29,Desert Eagle,Fennec Fox,Field-Tested,Pistol,Classified,Normal,D2D2D2,10,21868,$218.68 
Desert Eagle | Fennec Fox (Minimal Wear),Desert%20Eagle%20%7C%20Fennec%20Fox%20%28Minimal%20Wear%29,Desert Eagle,Fennec Fox,Minimal Wear,Pistol,Classified,Normal,D2D2D2,13,25358,$253.58 
Desert Eagle | Fennec Fox (Well-Worn),Desert%20Eagle%20%7C%20Fennec%20Fox%20%28Well-Worn%29,Desert Eagle,Fennec Fox,Well-Worn,Pistol,Classified,Normal,D2D2D2,2,30328,$303.28 
Desert Eagle | Golden Koi (Factory New),Desert%20Eagle%20%7C%20Golden%20Koi%20%28Factory%20New%29,Desert Eagle,Golden Koi,Factory New,Pistol,Covert,Normal,D2D2D2,85,3809,$38.09 
Desert Eagle | Golden Koi (Minimal Wear),Desert%20Eagle%20%7C%20Golden%20Koi%20%28Minimal%20Wear%29,Desert Eagle,Golden Koi,Minimal Wear,Pistol,Covert,Normal,D2D2D2,17,3604,$36.04 
Desert Eagle | Hand Cannon (Battle-Scarred),Desert%20Eagle%20%7C%20Hand%20Cannon%20%28Battle-Scarred%29,Desert Eagle,Hand Cannon,Battle-Scarred,Pistol,Restricted,Normal,D2D2D2,2,138382,"$1,383.82 "
Desert Eagle | Hand Cannon (Factory New),Desert%20Eagle%20%7C%20Hand%20Cannon%20%28Factory%20New%29,Desert Eagle,Hand Cannon,Factory New,Pistol,Restricted,Normal,D2D2D2,11,34249,$342.49 
Desert Eagle | Hand Cannon (Field-Tested),Desert%20Eagle%20%7C%20Hand%20Cannon%20%28Field-Tested%29,Desert Eagle,Hand Cannon,Field-Tested,Pistol,Restricted,Normal,D2D2D2,8,30000,$300.00 
Desert Eagle | Hand Cannon (Minimal Wear),Desert%20Eagle%20%7C%20Hand%20Cannon%20%28Minimal%20Wear%29,Desert Eagle,Hand Cannon,Minimal Wear,Pistol,Restricted,Normal,D2D2D2,17,29330,$293.30 
Desert Eagle | Hand Cannon (Well-Worn),Desert%20Eagle%20%7C%20Hand%20Cannon%20%28Well-Worn%29,Desert Eagle,Hand Cannon,Well-Worn,Pistol,Restricted,Normal,D2D2D2,3,32112,$321.12 
Desert Eagle | Heirloom (Battle-Scarred),Desert%20Eagle%20%7C%20Heirloom%20%28Battle-Scarred%29,Desert Eagle,Heirloom,Battle-Scarred,Pistol,Restricted,Normal,D2D2D2,120,446,$4.46 
Desert Eagle | Heirloom (Factory New),Desert%20Eagle%20%7C%20Heirloom%20%28Factory%20New%29,Desert Eagle,Heirloom,Factory New,Pistol,Restricted,Normal,D2D2D2,53,1188,$11.88 
Desert Eagle | Heirloom (Field-Tested),Desert%20Eagle%20%7C%20Heirloom%20%28Field-Tested%29,Desert Eagle,Heirloom,Field-Tested,Pistol,Restricted,Normal,D2D2D2,180,548,$5.48 
Desert Eagle | Heirloom (Minimal Wear),Desert%20Eagle%20%7C%20Heirloom%20%28Minimal%20Wear%29,Desert Eagle,Heirloom,Minimal Wear,Pistol,Restricted,Normal,D2D2D2,132,684,$6.84 
Desert Eagle | Heirloom (Well-Worn),Desert%20Eagle%20%7C%20Heirloom%20%28Well-Worn%29,Desert Eagle,Heirloom,Well-Worn,Pistol,Restricted,Normal,D2D2D2,23,463,$4.63 
Desert Eagle | Hypnotic (Factory New),Desert%20Eagle%20%7C%20Hypnotic%20%28Factory%20New%29,Desert Eagle,Hypnotic,Factory New,Pistol,Classified,Normal,D2D2D2,191,8526,$85.26 
Desert Eagle | Hypnotic (Minimal Wear),Desert%20Eagle%20%7C%20Hypnotic%20%28Minimal%20Wear%29,Desert Eagle,Hypnotic,Minimal Wear,Pistol,Classified,Normal,D2D2D2,7,8993,$89.93 
Desert Eagle | Kumicho Dragon (Battle-Scarred),Desert%20Eagle%20%7C%20Kumicho%20Dragon%20%28Battle-Scarred%29,Desert Eagle,Kumicho Dragon,Battle-Scarred,Pistol,Classified,Normal,D2D2D2,73,876,$8.76 
Desert Eagle | Kumicho Dragon (Factory New),Desert%20Eagle%20%7C%20Kumicho%20Dragon%20%28Factory%20New%29,Desert Eagle,Kumicho Dragon,Factory New,Pistol,Classified,Normal,D2D2D2,90,2185,$21.85 
Desert Eagle | Kumicho Dragon (Field-Tested),Desert%20Eagle%20%7C%20Kumicho%20Dragon%20%28Field-Tested%29,Desert Eagle,Kumicho Dragon,Field-Tested,Pistol,Classified,Normal,D2D2D2,104,1062,$10.62 
Desert Eagle | Kumicho Dragon (Minimal Wear),Desert%20Eagle%20%7C%20Kumicho%20Dragon%20%28Minimal%20Wear%29,Desert Eagle,Kumicho Dragon,Minimal Wear,Pistol,Classified,Normal,D2D2D2,118,1405,$14.05 
Desert Eagle | Kumicho Dragon (Well-Worn),Desert%20Eagle%20%7C%20Kumicho%20Dragon%20%28Well-Worn%29,Desert Eagle,Kumicho Dragon,Well-Worn,Pistol,Classified,Normal,D2D2D2,38,1108,$11.08 
Desert Eagle | Light Rail (Battle-Scarred),Desert%20Eagle%20%7C%20Light%20Rail%20%28Battle-Scarred%29,Desert Eagle,Light Rail,Battle-Scarred,Pistol,Restricted,Normal,D2D2D2,786,48,$0.48 
Desert Eagle | Light Rail (Factory New),Desert%20Eagle%20%7C%20Light%20Rail%20%28Factory%20New%29,Desert Eagle,Light Rail,Factory New,Pistol,Restricted,Normal,D2D2D2,148,310,$3.10 
Desert Eagle | Light Rail (Field-Tested),Desert%20Eagle%20%7C%20Light%20Rail%20%28Field-Tested%29,Desert Eagle,Light Rail,Field-Tested,Pistol,Restricted,Normal,D2D2D2,1825,52,$0.52 
Desert Eagle | Light Rail (Minimal Wear),Desert%20Eagle%20%7C%20Light%20Rail%20%28Minimal%20Wear%29,Desert Eagle,Light Rail,Minimal Wear,Pistol,Restricted,Normal,D2D2D2,531,119,$1.19 
Desert Eagle | Light Rail (Well-Worn),Desert%20Eagle%20%7C%20Light%20Rail%20%28Well-Worn%29,Desert Eagle,Light Rail,Well-Worn,Pistol,Restricted,Normal,D2D2D2,801,57,$0.57 
Desert Eagle | Mecha Industries (Battle-Scarred),Desert%20Eagle%20%7C%20Mecha%20Industries%20%28Battle-Scarred%29,Desert Eagle,Mecha Industries,Battle-Scarred,Pistol,Classified,Normal,D2D2D2,116,341,$3.41 
Desert Eagle | Mecha Industries (Factory New),Desert%20Eagle%20%7C%20Mecha%20Industries%20%28Factory%20New%29,Desert Eagle,Mecha Industries,Factory New,Pistol,Classified,Normal,D2D2D2,172,766,$7.66 
Desert Eagle | Mecha Industries (Field-Tested),Desert%20Eagle%20%7C%20Mecha%20Industries%20%28Field-Tested%29,Desert Eagle,Mecha Industries,Field-Tested,Pistol,Classified,Normal,D2D2D2,442,417,$4.17 
Desert Eagle | Mecha Industries (Minimal Wear),Desert%20Eagle%20%7C%20Mecha%20Industries%20%28Minimal%20Wear%29,Desert Eagle,Mecha Industries,Minimal Wear,Pistol,Classified,Normal,D2D2D2,235,524,$5.24 
Desert Eagle | Mecha Industries (Well-Worn),Desert%20Eagle%20%7C%20Mecha%20Industries%20%28Well-Worn%29,Desert Eagle,Mecha Industries,Well-Worn,Pistol,Classified,Normal,D2D2D2,174,393,$3.93 
Desert Eagle | Meteorite (Factory New),Desert%20Eagle%20%7C%20Meteorite%20%28Factory%20New%29,Desert Eagle,Meteorite,Factory New,Pistol,Mil-Spec Grade,Normal,D2D2D2,1384,180,$1.80 
Desert Eagle | Meteorite (Field-Tested),Desert%20Eagle%20%7C%20Meteorite%20%28Field-Tested%29,Desert Eagle,Meteorite,Field-Tested,Pistol,Mil-Spec Grade,Normal,D2D2D2,410,100,$1.00 
Desert Eagle | Meteorite (Minimal Wear),Desert%20Eagle%20%7C%20Meteorite%20%28Minimal%20Wear%29,Desert Eagle,Meteorite,Minimal Wear,Pistol,Mil-Spec Grade,Normal,D2D2D2,866,128,$1.28 
Desert Eagle | Midnight Storm (Battle-Scarred),Desert%20Eagle%20%7C%20Midnight%20Storm%20%28Battle-Scarred%29,Desert Eagle,Midnight Storm,Battle-Scarred,Pistol,Industrial Grade,Normal,D2D2D2,70,1147,$11.47 
Desert Eagle | Midnight Storm (Factory New),Desert%20Eagle%20%7C%20Midnight%20Storm%20%28Factory%20New%29,Desert Eagle,Midnight Storm,Factory New,Pistol,Industrial Grade,Normal,D2D2D2,139,1711,$17.11 
Desert Eagle | Midnight Storm (Field-Tested),Desert%20Eagle%20%7C%20Midnight%20Storm%20%28Field-Tested%29,Desert Eagle,Midnight Storm,Field-Tested,Pistol,Industrial Grade,Normal,D2D2D2,504,1225,$12.25 
Desert Eagle | Midnight Storm (Minimal Wear),Desert%20Eagle%20%7C%20Midnight%20Storm%20%28Minimal%20Wear%29,Desert Eagle,Midnight Storm,Minimal Wear,Pistol,Industrial Grade,Normal,D2D2D2,176,1312,$13.12 
Desert Eagle | Midnight Storm (Well-Worn),Desert%20Eagle%20%7C%20Midnight%20Storm%20%28Well-Worn%29,Desert Eagle,Midnight Storm,Well-Worn,Pistol,Industrial Grade,Normal,D2D2D2,34,1197,$11.97 
Desert Eagle | Mudder (Battle-Scarred),Desert%20Eagle%20%7C%20Mudder%20%28Battle-Scarred%29,Desert Eagle,Mudder,Battle-Scarred,Pistol,Industrial Grade,Normal,D2D2D2,2120,8,$0.08 
Desert Eagle | Mudder (Factory New),Desert%20Eagle%20%7C%20Mudder%20%28Factory%20New%29,Desert Eagle,Mudder,Factory New,Pistol,Industrial Grade,Normal,D2D2D2,125,87,$0.87 
Desert Eagle | Mudder (Field-Tested),Desert%20Eagle%20%7C%20Mudder%20%28Field-Tested%29,Desert Eagle,Mudder,Field-Tested,Pistol,Industrial Grade,Normal,D2D2D2,5750,9,$0.09 
Desert Eagle | Mudder (Minimal Wear),Desert%20Eagle%20%7C%20Mudder%20%28Minimal%20Wear%29,Desert Eagle,Mudder,Minimal Wear,Pistol,Industrial Grade,Normal,D2D2D2,1488,12,$0.12 
Desert Eagle | Mudder (Well-Worn),Desert%20Eagle%20%7C%20Mudder%20%28Well-Worn%29,Desert Eagle,Mudder,Well-Worn,Pistol,Industrial Grade,Normal,D2D2D2,1371,8,$0.08 
Desert Eagle | Naga (Battle-Scarred),Desert%20Eagle%20%7C%20Naga%20%28Battle-Scarred%29,Desert Eagle,Naga,Battle-Scarred,Pistol,Restricted,Normal,D2D2D2,188,88,$0.88 
Desert Eagle | Naga (Factory New),Desert%20Eagle%20%7C%20Naga%20%28Factory%20New%29,Desert Eagle,Naga,Factory New,Pistol,Restricted,Normal,D2D2D2,123,461,$4.61 
Desert Eagle | Naga (Field-Tested),Desert%20Eagle%20%7C%20Naga%20%28Field-Tested%29,Desert Eagle,Naga,Field-Tested,Pistol,Restricted,Normal,D2D2D2,459,82,$0.82 
Desert Eagle | Naga (Minimal Wear),Desert%20Eagle%20%7C%20Naga%20%28Minimal%20Wear%29,Desert Eagle,Naga,Minimal Wear,Pistol,Restricted,Normal,D2D2D2,211,167,$1.67 
Desert Eagle | Naga (Well-Worn),Desert%20Eagle%20%7C%20Naga%20%28Well-Worn%29,Desert Eagle,Naga,Well-Worn,Pistol,Restricted,Normal,D2D2D2,315,84,$0.84 
Desert Eagle | Night (Battle-Scarred),Desert%20Eagle%20%7C%20Night%20%28Battle-Scarred%29,Desert Eagle,Night,Battle-Scarred,Pistol,Industrial Grade,Normal,D2D2D2,83,331,$3.31 
Desert Eagle | Night (Factory New),Desert%20Eagle%20%7C%20Night%20%28Factory%20New%29,Desert Eagle,Night,Factory New,Pistol,Industrial Grade,Normal,D2D2D2,11,3980,$39.80 
Desert Eagle | Night (Field-Tested),Desert%20Eagle%20%7C%20Night%20%28Field-Tested%29,Desert Eagle,Night,Field-Tested,Pistol,Industrial Grade,Normal,D2D2D2,176,334,$3.34 
Desert Eagle | Night (Minimal Wear),Desert%20Eagle%20%7C%20Night%20%28Minimal%20Wear%29,Desert Eagle,Night,Minimal Wear,Pistol,Industrial Grade,Normal,D2D2D2,252,440,$4.40 
